estado_accion,estado_velocidad,frase,accion,velocidad
prendida,detenida,izquierda,izquierda,null
adelante + derecha,detenida,voltea a la izquierda!,adelante,detenida
adelante + izquierda,rapido,derecha,adelante,rapido
prendida,detenida,Gira A La Derecha!,derecha,null
adelante,rapido,normal ahorita,adelante,normal
prendida,detenida,cierra ahorita,apagar,detenida
adelante + izquierda,normal,Gira A La Derecha,adelante,normal
prendida,detenida,para enfrente,adelante,null
prendida,detenida,apaga de inmediato,apagar,detenida
prendida,detenida,disminUye la VElOcidad,null,normal
prendida,normal,rapido,null,rapido
prendida,detenida,para enfrente,adelante,null
adelante + derecha,rapido,a la izquierda,adelante,rapido
prendida,lenta,Rapido,null,rapido
adelante,normal,Subele La Velocidad De Una,adelante,rapido
adelante,normal,izquierda,adelante + izquierda,normal
prendida,lenta,modo normal ahora,null,normal
prendida,detenida,Adelante...,adelante,null
adelante + izquierda,lenta,A la DeRechA...,adelante,lenta
prendida,detenida,adelantate,adelante,normal
prendida,detenida,Llegale Al Frente Despacito,adelante,lenta
prendida,detenida,descansa,apagar,detenida
apagado,detenida,activate en este momento,prender,detenida
adelante,normal,a la izquierda,adelante + izquierda,normal
adelante,detenida,reduce la velocidad en corto??,adelante,lenta
adelante,detenida,manten veLocidad noRmal ahoRA,adelante,normal
adelante + izquierda,lenta,Derecha!!,adelante,lenta
prendida,detenida,da vuelta a la izquierda con calma...,izquierda,lenta
prendida,detenida,muevete para la izquierda a velocidad normal,izquierda,normal
apagado,detenida,enciende ya,prender,detenida
adelante,normal,izquierda ya,adelante + izquierda,normal
prendida,detenida,dobla pa' la derecha mete velocidad,derecha,rapido
prendida,detenida,gira hacia la derecha despacito,derecha,lenta
prendida,detenida,Silla Adelante,adelante,null
prendida,lenta,pa enfrente??,adelante,null
prendida,detenida,VE HACIA ADELANTE.,adelante,normal
adelante,rapido,acelera de una?,adelante,rapido
adelante + derecha,normal,echale para enfrente,adelante,normal
prendida,normal,SUBELE LA VELOCIDAD EN CORTO,null,rapido
izquierda,rapido,mete mas velocidad en este momento,izquierda,rapido
prendida,normal,no tan rapido en este momento,null,lenta
prendida,detenida,Rueda Hacia Adelante Suavecito,adelante,lenta
prendida,detenida,apaga la silla,apagar,detenida
adelante + izquierda,normal,derecha,adelante,normal
prendida,detenida,Apagate Ahorita,apagar,detenida
prendida,detenida,apagaTe AHorA.,apagar,detenida
prendida,detenida,apAgaTe ahorITA,apagar,detenida
prendida,detenida,para enfrente,adelante,null
prendida,lenta,mete mas velocidad en corto,null,rapido
prendida,rapido,Silla Adelante,adelante,null
adelante,rapido,silla derecha,adelante + derecha,rapido
prendida,detenida,al lado izquierdo despacio,izquierda,lenta
prendida,detenida,continua hacia adelante mete velocidad,adelante,rapido
adelante,normal,bajale la velocidad de una,adelante,lenta
prendida,detenida,SiLla apAGate,apagar,detenida
prendida,detenida,descansa,apagar,detenida
prendida,rapido,adelante?,adelante,null
adelante,lenta,no tan rapido en este momento!!,adelante,lenta
adelante + izquierda,normal,silLA derEchA,adelante,normal
prendida,detenida,derecho con cuidado,adelante,lenta
prendida,detenida,silla adelante...,adelante,null
adelante,rapido,izquierda!,adelante + izquierda,rapido
prendida,detenida,rueda para enfrente,adelante,normal
adelante + derecha,rapido,izquierda ya!!,adelante,rapido
adelante + derecha,detenida,avanza,adelante,detenida
prendida,detenida,muevete adelante?,adelante,null
prendida,detenida,echale al frente mas rapido.,adelante,rapido
derecha,lenta,no tan rapido en este momento?,derecha,lenta
prendida,normal,a velocidad normal,null,normal
prendida,detenida,a la izquierda,izquierda,null
adelante + derecha,normal,Izquierda,adelante,normal
prendida,detenida,hacia adelante rapido...,adelante,rapido
prendida,detenida,izquierda,izquierda,null
prendida,detenida,vamos adelante,adelante,null
prendida,normal,adelante,adelante,null
adelante,rapido,Silla Izquierda,adelante + izquierda,rapido
prendida,detenida,silla izquierda...,izquierda,null
prendida,detenida,hacia adelante con mas velocidad,adelante,rapido
adelante,rapido,gira a la derecha,adelante + derecha,rapido
adelante,lenta,bajale la velocidad,adelante,lenta
prendida,detenida,apagate,apagar,detenida
prendida,detenida,Voltea Hacia La Izquierda Despacito,izquierda,lenta
prendida,detenida,apaga,apagar,detenida
adelante,normal,a la izquierda,adelante + izquierda,normal
adelante + izquierda,lenta,Silla Derecha,adelante,lenta
prendida,detenida,A LA DERECHA MAS RAPIDO,derecha,rapido
prendida,rapido,manten velocidad normal en friega,null,normal
adelante,normal,derecha,adelante + derecha,normal
izquierda,normal,subele la velocidad en corto,izquierda,rapido
adelante,normal,DERECHA YA.,adelante + derecha,normal
apagado,detenida,arranca,prender,detenida
adelante,normal,a la derecha,adelante + derecha,normal
apagado,detenida,activate en corto,prender,detenida
prendida,detenida,IZQUIERDA,izquierda,null
adelante,lenta,silla izquierda,adelante + izquierda,lenta
prendida,detenida,llegale para adelante normal,adelante,normal
adelante,lenta,manten velocidad normal ya,adelante,normal
apagado,detenida,prendete ahora,prender,detenida
apagado,detenida,enciende ya,prender,detenida
prendida,detenida,dobla hacia la izquierda mas rapido,izquierda,rapido
prendida,lenta,modo normal ya,null,normal
prendida,detenida,pa enfrente,adelante,null
izquierda,normal,velocidad normal en este momento,izquierda,normal
prendida,detenida,silla apaga??,apagar,detenida
prendida,detenida,apaga ahora??,apagar,detenida
adelante,rapido,con calmA ahOrA,adelante,lenta
prendida,lenta,silla adelante,adelante,null
prendida,detenida,silla adelante,adelante,null
prendida,normal,a velocidad normal de una,null,normal
adelante + derecha,rapido,pa enfrente,adelante,rapido
adelante,lenta,mete mas velocidad,adelante,rapido
prendida,detenida,ve a la derecha,derecha,normal
adelante,rapido,derecha ya.,adelante + derecha,rapido
prendida,detenida,vamos adelante mas rapido,adelante,rapido
adelante,rapido,con mas velocidad ahora,adelante,rapido
apagado,detenida,prendete de una,prender,detenida
adelante,lenta,normal ya,adelante,normal
prendida,rapido,avanza!,adelante,null
prendida,detenida,mas rapido en corto,null,rapido
adelante,normal,A La Izquierda,adelante + izquierda,normal
prendida,rapido,adelante,adelante,null
adelante,lenta,Gira A La Derecha,adelante + derecha,lenta
adelante,rapido,aumenta la velocidad de una,adelante,rapido
prendida,detenida,APAGATE DE UNA,apagar,detenida
prendida,detenida,cierra en friega,apagar,detenida
prendida,detenida,A La Izquierda Lento!,izquierda,lenta
apagado,detenida,inicia en friega,prender,detenida
prendida,detenida,ECHALE PARA ENFRENTE,adelante,null
prendida,detenida,dale adelante,adelante,null
prendida,normal,no tan rapido en corto,null,lenta
apagado,detenida,arranca ahorita,prender,detenida
prendida,detenida,derecho apurate,adelante,rapido
adelante,rapido,IZQUIERDA,adelante + izquierda,rapido
prendida,detenida,arrancate hacia adelante con cuidado,adelante,lenta
prendida,detenida,Muevete Al Frente,adelante,normal
prendida,normal,no tan rapido de una,null,lenta
adelante,rapido,a la izquierda,adelante + izquierda,rapido
adelante,rapido,apurate,adelante,rapido
prendida,detenida,AL FRENTE A VELOCIDAD NORMAL,adelante,normal
prendida,detenida,echale para enfrente despacito,adelante,lenta
adelante,normal,derecha ya,adelante + derecha,normal
prendida,detenida,dUErme!!,apagar,detenida
adelante + izquierda,rapido,VOLTEA A LA DERECHA,adelante,rapido
adelante + izquierda,rapido,derecha ya...,adelante,rapido
apagado,detenida,inicia en corto?,prender,detenida
apagado,detenida,enciende en corto,prender,detenida
prendida,detenida,a la derecha.,derecha,null
prendida,lenta,apurate,null,rapido
adelante,detenida,normAl En friega,adelante,normal
adelante,detenida,derecha ya,adelante + derecha,detenida
prendida,detenida,izquierda ya,izquierda,null
apagado,detenida,arranca ahorita,prender,detenida
adelante + izquierda,lenta,voltea a la derecha,adelante,lenta
prendida,rapido,Modo Normal,null,normal
prendida,detenida,para enfrente mas rapido,adelante,rapido
adelante,lenta,izquierda,adelante + izquierda,lenta
adelante + izquierda,rapido,derecha ya??,adelante,rapido
adelante + derecha,normal,Izquierda,adelante,normal
prendida,detenida,a la izquierda,izquierda,null
adelante,lenta,DESACELERA EN CORTO!,adelante,lenta
apagado,detenida,Prender,prender,detenida
prendida,detenida,silla izquierda,izquierda,null
prendida,detenida,Dale Derecho Mete Velocidad,adelante,rapido
prendida,detenida,cierra ahorita,apagar,detenida
adelante + derecha,rapido,Silla Izquierda,adelante,rapido
izquierda,normal,disminuye la velocidad,izquierda,normal
prendida,detenida,silla derecha,derecha,null
prendida,detenida,para adelante apurate,adelante,rapido
prendida,detenida,muevete haCiA lA dEreCHa mas rapiDo,derecha,rapido
prendida,lenta,mas lento en friega,null,lenta
apagado,detenida,prende de una,prender,detenida
apagado,detenida,Prende En Este Momento,prender,detenida
prendida,detenida,silla adelante,adelante,null
apagado,detenida,prender,prender,detenida
adelante,rapido,a velocidad normal ya,adelante,normal
prendida,detenida,dale adelante,adelante,null
adelante,detenida,a velocidad normal de una,adelante,normal
adelante,normal,Izquierda??,adelante + izquierda,normal
prendida,detenida,Silla Derecha,derecha,null
adelante,normal,izquierda ya,adelante + izquierda,normal
adelante,rapido,a la izquierda,adelante + izquierda,rapido
izquierda,rapido,a velocidad normal ahorita,izquierda,normal
prendida,detenida,desconectate de inmediato,apagar,detenida
adelante,rapido,A LA IZQUIERDA,adelante + izquierda,rapido
adelante,detenida,reduce la velocidad en friega,adelante,lenta
prendida,detenida,dobla a la izquierda,izquierda,normal
prendida,normal,echale para enfrente,adelante,null
prendida,detenida,adelante,adelante,null
prendida,detenida,A LA DERECHA,derecha,null
prendida,detenida,muevete hacia adelante despacio,adelante,lenta
adelante + derecha,lenta,Dale Adelante,adelante,lenta
adelante + izquierda,normal,muevete adelante,adelante,normal
prendida,detenida,avanza con calma,adelante,lenta
adelante,rapido,silla derecha,adelante + derecha,rapido
prendida,detenida,ApaGa En frIeGa,apagar,detenida
adelante,rapido,CON CALMA AHORITA,adelante,lenta
adelante + izquierda,lenta,silla derecha,adelante,lenta
adelante + izquierda,detenida,echale para enfrente,adelante,detenida
adelante,lenta,con calma en friega,adelante,lenta
adelante + izquierda,rapido,dale adelante,adelante,rapido
prendida,lenta,VAMOS ADELANTE,adelante,null
prendida,detenida,pA enFreNTE VelocIdaD noRmal,adelante,normal
adelante,lenta,a la derecha,adelante + derecha,lenta
prendida,detenida,muevete para enfrente mas rapido,adelante,rapido
prendida,detenida,vamos adelante,adelante,null
prendida,detenida,dale adelante mas rapido!!,adelante,rapido
prendida,normal,aumenta la velocidad ya,null,rapido
prendida,detenida,DALE HACIA ADELANTE,adelante,normal
prendida,normal,Despacio...,null,lenta
adelante + izquierda,lenta,muevete adelante,adelante,lenta
apagado,detenida,enciende en este momento,prender,detenida
prendida,rapido,adelante,adelante,null
prendida,detenida,rueda para enfrente con calma,adelante,lenta
prendida,detenida,a la izquierda??,izquierda,null
prendida,rapido,con mas velocidad en corto,null,rapido
prendida,detenida,muevEtE de frente LeNto,adelante,lenta
prendida,detenida,avanza,adelante,null
prendida,detenida,pa' la derecha mas rapido,derecha,rapido
prendida,rapido,METE MAS VELOCIDAD EN CORTO,null,rapido
prendida,detenida,pa enfrente,adelante,null
adelante,rapido,a la derecha,adelante + derecha,rapido
adelante + derecha,lenta,gira a la izquierda,adelante,lenta
apagado,detenida,enciende ya,prender,detenida
prendida,detenida,Sigue De Frente Apurate!,adelante,rapido
adelante,lenta,VOLTEA A LA DERECHA,adelante + derecha,lenta
prendida,detenida,silla apaga,apagar,detenida
adelante,lenta,mas rapido ahorita,adelante,rapido
adelante,lenta,derecha,adelante + derecha,lenta
prendida,detenida,derechA ya,derecha,null
adelante,rapido,mantEn veloCidAd norMal En friega,adelante,normal
adelante + derecha,rapido,adelante,adelante,rapido
prendida,detenida,da vuelta al lado derecho normal,derecha,normal
prendida,detenida,mete turbo??,null,rapido
prendida,detenida,gira a la izquierda modo normal,izquierda,normal
prendida,lenta,para enfrente,adelante,null
adelante,rapido,Silla Izquierda,adelante + izquierda,rapido
prendida,detenida,llegale para adelante normal,adelante,normal
prendida,detenida,echale para enfrente,adelante,null
adelante + derecha,rapido,silla adelante,adelante,rapido
prendida,detenida,continua para adelante con mas velocidad!,adelante,rapido
adelante + derecha,lenta,a la izquierda,adelante,lenta
izquierda,lenta,no tan rapido en friega,izquierda,lenta
prendida,detenida,silla adelante,adelante,null
adelante,normal,izquierda ya,adelante + izquierda,normal
prendida,rapido,acelera en friega!!,null,rapido
adelante + izquierda,normal,avanza,adelante,normal
prendida,rapido,VE DESPACIO AHORITA,null,lenta
adelante,lenta,metE mas velociDad de inmedIAto,adelante,rapido
prendida,lenta,Manten Velocidad Normal En Friega,null,normal
prendida,detenida,avanza,adelante,null
adelante + izquierda,normal,a la derecha,adelante,normal
prendida,detenida,adelantate rapido,adelante,rapido
adelante,lenta,derecha ya,adelante + derecha,lenta
adelante,rapido,a la izquierda!!,adelante + izquierda,rapido
adelante,lenta,DERECHA,adelante + derecha,lenta
prendida,detenida,echale al frente mas rapido,adelante,rapido
adelante,normal,DERECHA YA,adelante + derecha,normal
apagado,detenida,arranca de una,prender,detenida
adelante,lenta,a la izquierda,adelante + izquierda,lenta
prendida,rapido,para enfrente,adelante,null
adelante + izquierda,normal,a la derecha,adelante,normal
adelante,normal,DerecHA ya,adelante + derecha,normal
prendida,detenida,dale al frente,adelante,normal
prendida,detenida,apaga de inmediato,apagar,detenida
prendida,detenida,da vuelta para la derecha lento!!,derecha,lenta
adelante + derecha,detenida,izquierda,adelante,detenida
prendida,detenida,derecha,derecha,null
prendida,detenida,DESCONECTATE AHORA...,apagar,detenida
prendida,detenida,desactivate de una,apagar,detenida
adelante + derecha,normal,gira a la izquierda,adelante,normal
adelante + derecha,normal,a la izquierda!,adelante,normal
prendida,normal,baja a normal,null,normal
adelante + derecha,normal,Izquierda,adelante,normal
prendida,detenida,dale adelante acelera,adelante,rapido
adelante + izquierda,lenta,silla derecha,adelante,lenta
adelante + derecha,lenta,PA ENFRENTE,adelante,lenta
adelante,rapido,derecha ya,adelante + derecha,rapido
prendida,detenida,descansa.,apagar,detenida
adelante + derecha,rapido,Izquierda?,adelante,rapido
prendida,lenta,echale para enfrente,adelante,null
prendida,rapido,muevete adelante...,adelante,null
prendida,detenida,para enfrente,adelante,null
prendida,detenida,continua al frente suavecito,adelante,lenta
prendida,detenida,para adelante con calma,adelante,lenta
prendida,detenida,llegale hacia adelante,adelante,normal
prendida,detenida,derecha ya,derecha,null
adelante,rapido,derecha.,adelante + derecha,rapido
prendida,detenida,ve pa' La iZquIerDa con Calma?,izquierda,lenta
prendida,normal,normal ahorita,null,normal
adelante,lenta,voltea a la izquierda,adelante + izquierda,lenta
adelante,normal,voltea a la derecha!,adelante + derecha,normal
prendida,detenida,vamos adelante rapido.,adelante,rapido
prendida,detenida,Derecho Mas Rapido,adelante,rapido
adelante,lenta,a la derecha,adelante + derecha,lenta
adelante,rapido,silla izquierda,adelante + izquierda,rapido
adelante,normal,gira a la derecha,adelante + derecha,normal
adelante,rapido,a velocidad normal en este momento,adelante,normal
prendida,detenida,a la izquierda,izquierda,null
prendida,detenida,apagate ahora...,apagar,detenida
adelante,normal,derecha ya,adelante + derecha,normal
prendida,detenida,para la izquierda con cuidado,izquierda,lenta
prendida,detenida,continua para adelante apurate,adelante,rapido
adelante,detenida,mete mas velocidad,adelante,rapido
adelante,rapido,a lA izqUIerda,adelante + izquierda,rapido
adelante + izquierda,normal,A LA DERECHA??,adelante,normal
prendida,detenida,desactivate en corto,apagar,detenida
prendida,detenida,adelante,adelante,null
adelante + derecha,lenta,muevete adelante,adelante,lenta
prendida,detenida,rueda para enfrente despacio,adelante,lenta
prendida,detenida,voltea a la derecha??,derecha,null
prendida,detenida,VE PARA LA IZQUIERDA CON CUIDADO,izquierda,lenta
prendida,normal,AUMENTA LA VELOCIDAD EN FRIEGA,null,rapido
adelante,detenida,A VELOCIDAD NORMAL EN ESTE MOMENTO,adelante,normal
izquierda,normal,a velocidad normal ya?,izquierda,normal
prendida,detenida,hacia la derecha mete velocidad,derecha,rapido
prendida,lenta,muevete adelante...,adelante,null
adelante + derecha,rapido,voltea a la izquierda,adelante,rapido
prendida,lenta,bajale la velocidad ahorita??,null,lenta
derecha,detenida,MAS RAPIDO AHORITA,derecha,rapido
prendida,detenida,muevete hacia la derecha lento,derecha,lenta
prendida,detenida,dale derecho,adelante,normal
prendida,detenida,modo normal ahorita...,null,normal
prendida,rapido,pa enfrente,adelante,null
prendida,rapido,normal,null,normal
prendida,detenida,Dale De frenTe normal,adelante,normal
prendida,normal,tranqui,null,lenta
prendida,detenida,apagate ahorita,apagar,detenida
adelante + derecha,normal,izquierda,adelante,normal
adelante + derecha,rapido,adelante,adelante,rapido
prendida,detenida,a la derecha modo normal,derecha,normal
prendida,normal,para enfrente,adelante,null
adelante + derecha,normal,DALE ADELANTE,adelante,normal
prendida,detenida,vamos adelante lenta,adelante,lenta
adelante,rapido,gira a la derecha,adelante + derecha,rapido
prendida,detenida,DALE ADELANTE...,adelante,null
adelante,rapido,desacelera de una?,adelante,lenta
adelante,rapido,silla izquierda,adelante + izquierda,rapido
adelante,normal,silla izquierda,adelante + izquierda,normal
prendida,detenida,REDUCE LA VELOCIDAD EN ESTE MOMENTO,null,lenta
adelante + derecha,rapido,Silla Izquierda,adelante,rapido
adelante + derecha,normal,izquierda ya,adelante,normal
derecha,normal,no tan rapido de una,derecha,lenta
prendida,detenida,Izquierda Ya,izquierda,null
prendida,detenida,Izquierda Ya,izquierda,null
adelante + izquierda,lenta,derecha ya,adelante,lenta
adelante + derecha,rapido,IZQUIERDA,adelante,rapido
prendida,detenida,apaGa La SilLa,apagar,detenida
adelante,lenta,izquierda ya,adelante + izquierda,lenta
prendida,detenida,al frente despacio!,adelante,lenta
prendida,lenta,vamos adelante!,adelante,null
adelante,rapido,a velocidad normal de una,adelante,normal
prendida,detenida,gira a la izquierda,izquierda,null
prendida,normal,NORMAL YA!,null,normal
derecha,rapido,normal en friega,derecha,normal
prendida,normal,vamos adelante,adelante,null
adelante,normal,gira a la derecha,adelante + derecha,normal
prendida,lenta,Dale Adelante...,adelante,null
prendida,detenida,ve hacia la derecha normal,derecha,normal
prendida,detenida,avanza,adelante,null
prendida,detenida,muevete adelante,adelante,null
prendida,detenida,mas lento en este momento,null,lenta
apagado,detenida,inicia en corto,prender,detenida
adelante + izquierda,rapido,derecha ya,adelante,rapido
prendida,lenta,muevete adelante,adelante,null
prendida,detenida,adelante lenta,adelante,lenta
prendida,detenida,muEvete para EnfRente Mas RaPidO,adelante,rapido
apagado,detenida,inicia,prender,detenida
adelante,lenta,DismiNuye la velocidad,adelante,normal
adelante,lenta,izquierda ya,adelante + izquierda,lenta
apagado,detenida,enciende ya,prender,detenida
adelante,normal,Voltea A La Derecha,adelante + derecha,normal
prendida,lenta,ve despacio en corto,null,lenta
prendida,lenta,silla adelante,adelante,null
adelante + derecha,normal,silla izquierda,adelante,normal
prendida,detenida,siLlA dereChA.,derecha,null
prendida,detenida,gira a la izquierda,izquierda,null
prendida,detenida,voltea a la izquierda??,izquierda,null
adelante,lenta,derecha ya,adelante + derecha,lenta
prendida,detenida,dale adelante mas rapido,adelante,rapido
adelante,rapido,derecha ya,adelante + derecha,rapido
adelante,lenta,izquierda ya,adelante + izquierda,lenta
adelante,rapido,subele la velocidad en friega,adelante,rapido
adelante,normal,a la izquierda,adelante + izquierda,normal
adelante + derecha,normal,izquierda,adelante,normal
adelante + derecha,rapido,a la izquierda,adelante,rapido
prendida,detenida,silla adelante,adelante,null
prendida,normal,echale para enfrente?,adelante,null
prendida,detenida,echale para enfrente,adelante,null
adelante + derecha,lenta,voltea a la izquierda!,adelante,lenta
prendida,rapido,mete mas velocidad en este momento!!,null,rapido
prendida,detenida,no tan rapido de una,null,lenta
prendida,lenta,aumenta la velocidad de una,null,rapido
apagado,detenida,enciende la silla,prender,detenida
prendida,detenida,ve hacia adelante!,adelante,normal
prendida,detenida,Aumenta La Velocidad De Inmediato,null,rapido
izquierda,lenta,subele la velocidad?,izquierda,rapido
prendida,detenida,para enfrente,adelante,null
adelante,lenta,silla izquierda,adelante + izquierda,lenta
prendida,detenida,pa' la izquierda a velocidad normal,izquierda,normal
prendida,detenida,para enfRenTe...,adelante,null
prendida,lenta,silla adelante,adelante,null
adelante,normal,derecha ya,adelante + derecha,normal
prendida,normal,subele la velocidad en este momento,null,rapido
prendida,detenida,ve al frente,adelante,normal
adelante,detenida,A Velocidad Normal Ahorita,adelante,normal
adelante,detenida,normal,adelante,normal
adelante,lenta,izquierda ya,adelante + izquierda,lenta
prendida,detenida,derecho mete velocidad!,adelante,rapido
prendida,normal,subele la velocidad ya,null,rapido
adelante + izquierda,rapido,para enfrente,adelante,rapido
prendida,detenida,modo normal,null,normal
prendida,detenida,avanza,adelante,null
adelante + izquierda,rapido,derecha ya??,adelante,rapido
adelante + derecha,lenta,vAmoS adelaNtE,adelante,lenta
prendida,detenida,arrancate para enfrente,adelante,normal
derecha,normal,baja la velocidad,derecha,lenta
prendida,detenida,vamos adelante.,adelante,null
prendida,detenida,sigue derecho mete velocidad,adelante,rapido
adelante + derecha,lenta,adelante,adelante,lenta
prendida,detenida,llegale para enfrente rapido,adelante,rapido
prendida,detenida,llegale hacia adelante,adelante,normal
prendida,detenida,Echale Para Enfrente,adelante,null
prendida,detenida,desconectate de inmediato,apagar,detenida
prendida,detenida,gira a la derecha,derecha,null
derecha,normal,con mas velocidad en este momento,derecha,rapido
prendida,detenida,adelante modo normal,adelante,normal
adelante + izquierda,rapido,para enfrente,adelante,rapido
prendida,detenida,para enfrente modo normal,adelante,normal
prendida,detenida,para enfrente,adelante,null
prendida,detenida,CamIna hacia enfrEnte,adelante,normal
adelante,detenida,DERECHA,adelante + derecha,detenida
adelante,normal,acelera de inmediato,adelante,rapido
izquierda,lenta,acelera en friega,izquierda,rapido
adelante,detenida,normal ya,adelante,normal
prendida,normal,velocidad normal,null,normal
prendida,detenida,no tan rapido en corto,null,lenta
prendida,lenta,aumenta lA velocidaD En frieGa,null,rapido
adelante,rapido,manten velocidad normal ya??,adelante,normal
adelante,normal,voltea a la derecha,adelante + derecha,normal
prendida,detenida,voltea a la izquierda,izquierda,null
apagado,detenida,enciendete,prender,detenida
prendida,lenta,mete mas velocidad,null,rapido
prendida,detenida,silla derecha,derecha,null
prendida,lenta,A Velocidad Normal Ya,null,normal
derecha,detenida,manten velocidad normal ya,derecha,normal
prendida,detenida,dale adelante,adelante,null
adelante + derecha,rapido,izquierda ya,adelante,rapido
prendida,detenida,derecho lento,adelante,lenta
prendida,detenida,desconectate ahora,apagar,detenida
prendida,detenida,RuedA Para Adelante suaveciTo,adelante,lenta
prendida,detenida,Muevete Hacia Adelante Apurate...,adelante,rapido
prendida,normal,aumEnTa La velocIdad yA??,null,rapido
prendida,detenida,a la derecha velocidad normal,derecha,normal
prendida,detenida,gira pa' la derecha??,derecha,normal
prendida,detenida,dale para adelante,adelante,normal
adelante,normal,con mas velocidad de una,adelante,rapido
prendida,detenida,arrancate hacia adelante lento,adelante,lenta
adelante,rapido,derecha ya,adelante + derecha,rapido
adelante,rapido,silla izquierda,adelante + izquierda,rapido
izquierda,rapido,despacito!,izquierda,lenta
prendida,normal,pa enfrente,adelante,null
adelante + izquierda,detenida,derecha ya,adelante,detenida
prendida,detenida,pa enfrente normal,adelante,normal
prendida,detenida,continua derecho tranqui.,adelante,lenta
prendida,detenida,MueVete para enFREnTe cOn CuidAdo,adelante,lenta
prendida,rapido,reduce la velocidad ya,null,lenta
adelante + izquierda,normal,silla derecha.,adelante,normal
prendida,detenida,Apaga De Una,apagar,detenida
prendida,detenida,adelante,adelante,null
prendida,rapido,modo normal??,null,normal
prendida,rapido,con mas velocidad ahora,null,rapido
apagado,detenida,activate en este momento,prender,detenida
adelante + derecha,lenta,silla adelante,adelante,lenta
apagado,detenida,prendete ahora,prender,detenida
prendida,detenida,derecho apurate,adelante,rapido
prendida,detenida,para adelante,adelante,normal
adelante,normal,silla izquierda,adelante + izquierda,normal
prendida,detenida,silla derecha,derecha,null
prendida,detenida,A LA IZQUIERDA,izquierda,null
apagado,detenida,inicia en corto,prender,detenida
prendida,detenida,para adelante a velocidad normal,adelante,normal
adelante,normal,silla derecha...,adelante + derecha,normal
adelante + derecha,normal,muevete adelante,adelante,normal
adelante,rapido,a velocidad normal de una,adelante,normal
adelante + izquierda,normal,GIRA A LA DERECHA,adelante,normal
adelante,rapido,NO TAN RAPIDO EN CORTO,adelante,lenta
adelante + izquierda,normal,silla derecha,adelante,normal
prendida,detenida,silla adelante??,adelante,null
adelante,lenta,a la izquierda,adelante + izquierda,lenta
adelante,lenta,gira a la izquierda,adelante + izquierda,lenta
prendida,lenta,vamos adelante,adelante,null
adelante + izquierda,lenta,derecha ya??,adelante,lenta
prendida,detenida,voltea a la derecha,derecha,null
prendida,lenta,silla adelante,adelante,null
izquierda,rapido,a velocidad normal.,izquierda,normal
adelante + izquierda,lenta,Pa Enfrente,adelante,lenta
prendida,lenta,echale para enfrente,adelante,null
prendida,detenida,dobla a la derecha tranqui,derecha,lenta
prendida,detenida,continua hacia adelante mete velocidad,adelante,rapido
prendida,detenida,desactivate ahora.,apagar,detenida
adelante,rapido,izquierda ya,adelante + izquierda,rapido
prendida,detenida,silla adelante,adelante,null
prendida,lenta,SILLA ADELANTE,adelante,null
adelante,normal,A La Derecha,adelante + derecha,normal
prendida,detenida,avanza mas rapido!!,adelante,rapido
prendida,detenida,VOLTEA AL LADO DERECHO MAS RAPIDO,derecha,rapido
prendida,detenida,manten velocidad normal ya,null,normal
prendida,detenida,apaga ahora,apagar,detenida
prendida,detenida,al frente mete velocidad,adelante,rapido
adelante,rapido,acelera de inmediato,adelante,rapido
adelante,normal,Voltea A La Izquierda,adelante + izquierda,normal
prendida,detenida,adelante,adelante,null
prendida,detenida,apaga la silla,apagar,detenida
adelante + derecha,detenida,izquierda ya,adelante,detenida
adelante,normal,voltea a la izquierda!!,adelante + izquierda,normal
adelante,lenta,SILLA IZQUIERDA,adelante + izquierda,lenta
adelante,rapido,voltea a la derecha,adelante + derecha,rapido
prendida,detenida,DOBLA HACIA LA IZQUIERDA MAS RAPIDO,izquierda,rapido
apagado,detenida,activate en este momento,prender,detenida
prendida,detenida,al frente mas rapido,adelante,rapido
adelante,detenida,manten velocidad normal en friega,adelante,normal
adelante,lenta,a la derecha,adelante + derecha,lenta
apagado,detenida,Enciende Ya,prender,detenida
prendida,rapido,dale adelante,adelante,null
adelante,rapido,Mas Rapido,adelante,rapido
adelante,rapido,ve DespacIo en corto...,adelante,lenta
izquierda,rapido,mas rapido en este momento,izquierda,rapido
adelante,lenta,bajale la velocidad ya,adelante,lenta
prendida,detenida,cierra ahorita,apagar,detenida
adelante,lenta,voltea a la izquierda,adelante + izquierda,lenta
adelante + izquierda,normal,dErecHa,adelante,normal
adelante + izquierda,normal,derecha ya,adelante,normal
derecha,normal,con calma en corto,derecha,lenta
adelante + izquierda,lenta,derecha ya,adelante,lenta
prendida,rapido,echale para enfrente,adelante,null
adelante,rapido,mas rapido en corto,adelante,rapido
prendida,detenida,de frente con mas velocidad,adelante,rapido
adelante,lenta,a la izquierda,adelante + izquierda,lenta
prendida,detenida,izquierda,izquierda,null
prendida,detenida,sigue derecho lento,adelante,lenta
prendida,detenida,arrancate al frente despacito,adelante,lenta
prendida,detenida,hacia la izquierda apurate,izquierda,rapido
prendida,detenida,avAnza,adelante,null
adelante,rapido,izquierda,adelante + izquierda,rapido
adelante,normal,voltea a la dERecha??,adelante + derecha,normal
prendida,detenida,derecha ya,derecha,null
prendida,detenida,gira a la derecha velocidad normal,derecha,normal
prendida,rapido,bajale la velocidad ya,null,lenta
prendida,rapido,con mas velocidad ahorita??,null,rapido
apagado,detenida,enciende,prender,detenida
prendida,detenida,voltea a la derecha,derecha,null
