estado_accion,estado_velocidad,frase,accion,velocidad
prendida,rapido,no tan rapido en friega?,null,lenta
prendida,detenida,Voltea A La Derecha,derecha,null
apagado,detenida,prende ahorita,prender,detenida
izquierda,detenida,con calma ahorita ya,izquierda,lenta
adelante,lenta,modo normal ya,adelante,normal
atras,lenta,bajale la velocidad,atras,lenta
prendida,detenida,gira izquierda!,izquierda,null
prendida,detenida,muevete hacia atras apurate por favor?,atras,rapido
adelante,normal,gira a la derecha?,adelante + derecha,normal
prendida,rapido,oye bajale la velocidad de una de inmediato.,null,lenta
atras,normal,reduce velocidad ahorita.,atras,lenta
prendida,detenida,arrancatE hacia atras con calMa ahora,atras,lenta
prendida,detenida,desactivate en corto!!,apagar,detenida
adelante,rapido,Por Favor Con Calma De Inmediato Ahorita?,adelante,lenta
prendida,detenida,por favor echale para enfrente ahorita!!,adelante,null
prendida,detenida,oye echale al frente,adelante,normal
adelante,normal,POR FAVOR MUEVE A LA DERECHA,adelante + derecha,normal
prendida,detenida,no tan rapido en corto ahora!!,null,lenta
prendida,detenida,Echale Para Atras Por Favor...,atras,normal
prendida,detenida,por favor para enfrente despacito,adelante,lenta
adelante + derecha,lenta,avanza ahorita,adelante,lenta
prendida,detenida,reversa ahorita,atras,null
adelante,lenta,modo normal ya,adelante,normal
prendida,detenida,APAGA EN CORTO YA,apagar,detenida
derecha,normal,oye mas lento ya?,derecha,lenta
prendida,rapido,heY ve deSpacio en COrto,null,lenta
prendida,normal,Con Mas Velocidad De Inmediato Por Favor!!,null,rapido
apagado,detenida,OYE ENCIENDETE EN CORTO DE INMEDIATO,prender,detenida
adelante,normal,aumenta la velocidad de una,adelante,rapido
adelante,lenta,normal en friega!,adelante,normal
adelante + derecha,rapido,hey echale para enfrente?,adelante,rapido
prendida,detenida,por favor gira derecha?,derecha,null
adelante + derecha,lenta,Mueve A La Izquierda Ahorita,adelante,lenta
atras,rapido,a velocidad normal ahorita de inmediato,atras,normal
adelante,detenida,LENTA AHORITA?,adelante,lenta
adelante,normal,manten velocidad normal ahorita de inmediato,adelante,normal
derecha,lenta,hey con mas velocidad ahorita,derecha,rapido
prendida,detenida,por favor dale para atras,atras,normal
prendida,normal,silla mete mas velocidad en friega por favor,null,rapido
adelante + izquierda,lenta,Hey A La Derecha Ahora,adelante,lenta
prendida,lenta,silla aumenta la velocidad ya??,null,rapido
prendida,detenida,sigue en reversa rapido ya,atras,rapido
prendida,rapido,silla pa enfrente ahorita,adelante,null
apagado,detenida,por favor enciende ahora ahorita,prender,detenida
adelante + izquierda,lenta,oye gira derecha ya,adelante,lenta
prendida,normal,oye retrocede??,atras,null
prendida,detenida,por favor echale para adelante apurate de inmediato.,adelante,rapido
prendida,detenida,adelante lenta de inmediato...,adelante,lenta
prendida,detenida,muevete para enfrente,adelante,normal
adelante,rapido,por favOR girA dErecha Ahora,adelante + derecha,rapido
adelante,lenta,a la derecha por favor!,adelante + derecha,lenta
atras,normal,Acelera Mas,atras,rapido
prendida,lenta,redUce uN pOco la vElOcidad ahOrita?,null,normal
prendida,detenida,echale hacia adelante con calma,adelante,lenta
adelante,rapido,izquierDa,adelante + izquierda,rapido
adelante + izquierda,rapido,por favor derecha ahorita,adelante,rapido
adelante,lenta,A La Derecha Ya?,adelante + derecha,lenta
prendida,rapido,dale adelante ahorita,adelante,null
adelante,rapido,por favor gira a la izquierda ahorita,adelante + izquierda,rapido
prendida,detenida,cierra en corto...,apagar,detenida
apagado,detenida,enciendete en corto ahorita,prender,detenida
adelante,normal,OYE A LA IZQUIERDA,adelante + izquierda,normal
atras,rapido,Normal Ya Ya!!,atras,normal
atras,normal,no tan rapido en friega,atras,lenta
prendida,lenta,pOR fAvor PaRa enfrente,adelante,null
prendida,detenida,Desconectate En Corto!!,apagar,detenida
apagado,detenida,oye enciENde aHorIta,prender,detenida
adelante,detenida,silLa vOltea a la izquierda,adelante + izquierda,detenida
prendida,lenta,deSACELEra En friegA De inmediato,null,lenta
prendida,detenida,dAle adelante,adelante,null
apagado,detenida,prende en este momento,prender,detenida
prendida,detenida,POR FAVOR PONTE EN REVERSA RAPIDO,atras,rapido
apagado,detenida,enciende ahora,prender,detenida
prendida,detenida,silla ve hacia adelante por favor,adelante,null
prendida,detenida,Cierra Ahorita,apagar,detenida
adelante,rapido,mueve a la derecha ahora.,adelante + derecha,rapido
adelante + izquierda,rapido,Dobla A La Derecha Ya,adelante,rapido
adelante + derecha,lenta,dobla a la izquierda por favor,adelante,lenta
prendida,normal,Silla Vamos Adelante.,adelante,null
adelante + izquierda,rapido,hey a la derecha.,adelante,rapido
prendida,detenida,IZQUIERDA MAS RAPIDO!!,izquierda,rapido
derecha,rapido,subele la velocidad en corto,derecha,rapido
prendida,detenida,oye regresate de reversa con calma ya,atras,lenta
prendida,detenida,oye apaga de una??,apagar,detenida
prendida,detenida,sIlla da VueLta a la dereChA nOrmal,derecha,normal
apagado,detenida,enciende en corto,prender,detenida
prendida,rapido,baja a normal!!,null,normal
prendida,detenida,mueveTe PA' LA izQuIErda maS rapIdo,izquierda,rapido
prendida,detenida,gira hacia la izquierda despacio ahora!!,izquierda,lenta
adelante,rapido,por favor no tan rapido de una.,adelante,lenta
prendida,detenida,haciA Adelante suavecito?,adelante,lenta
adelante,rapido,baja a normal ya,adelante,normal
prendida,detenida,continua hacia adelante!!,adelante,null
atras,detenida,velocidad normal en friEga...,atras,normal
adelante,rapido,Silla Reduce La Velocidad Ya,adelante,lenta
adelante + izquierda,rapido,silla echale para enfrente ahorita...,adelante,rapido
derecha,lenta,con mas velocidad de una por favor,derecha,rapido
prendida,detenida,ve hacia adelante velocidad normal,adelante,normal
apagado,detenida,prende ahora ahorita,prender,detenida
adelante,rapido,izquierda ahora,adelante + izquierda,rapido
adelante,rapido,a la derecha ahora!,adelante + derecha,rapido
apagado,detenida,inicia??,prender,detenida
prendida,detenida,derecho con cuidado,adelante,lenta
prendida,detenida,oye echale para enfrente,adelante,null
prendida,detenida,hey dale adelante de inmediato.,adelante,null
apagado,detenida,HEY INICIA DE INMEDIATO,prender,detenida
prendida,normal,con mas velocidad ahorita ahorita,null,rapido
prendida,detenida,oye retrocede,atras,null
prendida,rapido,hey auMenta la velocidad ahorita De InmEdiato,null,rapido
prendida,normal,para enfrente!!,adelante,null
prendida,detenida,Dale De Reversa Despacito,atras,lenta
atras,normal,por favor subele la velocidad,atras,rapido
prendida,lenta,oyE auMenta la veloCidad En eSTE MomEnto ahOrita,null,rapido
prendida,detenida,da reversa lento ya,atras,lenta
prendida,lenta,silla a velocidad normal de una ahora,null,normal
prendida,detenida,oye echale de reversa mas rapido?,atras,rapido
prendida,detenida,izquierda ya,izquierda,null
adelante + izquierda,lenta,Hey Mueve A La Derecha.,adelante,lenta
atras,lenta,oye con mas velocidad en corto,atras,rapido
adelante,rapido,Suavecito,adelante,lenta
prendida,rapido,oye velocidad normal,null,normal
prendida,detenida,Sigue Derecho Mas Rapido Ya,adelante,rapido
prendida,detenida,oye muevete hacia la derecha de inmediato,derecha,normal
adelante + derecha,rapido,voltea a la izquierda ahorita,adelante,rapido
prendida,detenida,rueda de frente rapido,adelante,rapido
atras,detenida,hey manten velocidad normal ya ya,atras,normal
prendida,detenida,muevete hacia adelante ahora,adelante,normal
prendida,detenida,silla dale adelante por favor,adelante,null
prendida,detenida,hey rueda hacia adelante despacio,adelante,lenta
prendida,detenida,camina hacia enfrente,adelante,normal
prendida,detenida,RETROCEDE AHORITA?,atras,null
adelante,lenta,A LA IZQUIERDA YA,adelante + izquierda,lenta
adelante + derecha,normal,por favor avanza ya,adelante,normal
adelante,lenta,gira a la derecha?,adelante + derecha,lenta
prendida,detenida,muevete hacia adelante con mas velocidad,adelante,rapido
adelante,rapido,con mas velocidad de una,adelante,rapido
prendida,detenida,apaga la silla ahora,apagar,detenida
apagado,detenida,oye prender!,prender,detenida
prendida,detenida,ponte en reversa normal,atras,normal
prendida,detenida,por FAvOr avanza,adelante,null
prendida,detenida,oye apagate ahora ahora,apagar,detenida
adelante,detenida,por favor con calma,adelante,lenta
adelante,normal,acelera...,adelante,rapido
prendida,lenta,hey vamos adelante de inmediato,adelante,null
prendida,normal,modo normal por favor,null,normal
apagado,detenida,OYE ENCIENDE EN ESTE MOMENTO YA,prender,detenida
prendida,detenida,oye atras,atras,null
adelante + izquierda,rapido,oye gira derecha ahora,adelante,rapido
adelante,lenta,a la derecha ya,adelante + derecha,lenta
adelante,normal,POR FAVOR IZQUIERDA,adelante + izquierda,normal
prendida,detenida,apagar ahora,apagar,detenida
prendida,detenida,Apagate En Friega,apagar,detenida
adelante + derecha,lenta,dobla a la izquierda ya,adelante,lenta
prendida,detenida,hey ve hacia adelante por favor!!,adelante,null
adelante + derecha,normal,POR FAVOR GIRA A LA IZQUIERDA,adelante,normal
prendida,detenida,oye muevete para atras normal ahorita,atras,normal
prendida,detenida,silla ve hacia adelante despacio,adelante,lenta
adelante + izquierda,rapido,Mueve A La Derecha Ahorita!!,adelante,rapido
prendida,detenida,echale para enfrente de inmediato,adelante,null
adelante + derecha,lenta,izquierda ahora,adelante,lenta
adelante,detenida,lenta,adelante,lenta
atras,lenta,Hey rapiDo,atras,rapido
prendida,detenida,ECHATE PARA ATRAS DE INMEDIATO,atras,null
prendida,detenida,OYE DA VUELTA A LA IZQUIERDA MAS RAPIDO,izquierda,rapido
adelante + derecha,rapido,oye vamos adelante,adelante,rapido
adelante,normal,a la derecha ya,adelante + derecha,normal
prendida,detenida,hey atras,atras,null
prendida,normal,Muevete Atras De Inmediato...,atras,null
atras,rapido,velocidad normal en este momento!,atras,normal
prendida,detenida,ve para adelante mas rapido,adelante,rapido
adelante + izquierda,rapido,silla echale para enfrente,adelante,rapido
prendida,detenida,voltea a la izquierda de inmediato,izquierda,null
prendida,detenida,de reversa mas rapido,atras,rapido
prendida,detenida,hey ve al lado izquierdo con mas velocidad de inmediato,izquierda,rapido
prendida,lenta,SUBELE LA VELOCIDAD YA,null,rapido
apagado,detenida,inicia en friega,prender,detenida
prendida,detenida,por favor adelantate de inmediato?,adelante,normal
prendida,rapido,hey da reversa,atras,null
prendida,detenida,adelantate normal,adelante,normal
adelante + izquierda,rapido,muevete adelante de inmediato,adelante,rapido
prendida,detenida,oye para enfrente,adelante,null
prendida,detenida,silla mas rapido ahOrITA ahorita,null,rapido
izquierda,normal,hey bajale la velocidad de inmediato,izquierda,lenta
atras,detenida,oye con mas velocidad ahorita,atras,rapido
prendida,detenida,Hey Adelantate Normal,adelante,normal
atras,normal,reduce velocidad ya,atras,lenta
adelante,lenta,oye con calma en friega,adelante,lenta
adelante + izquierda,rapido,silla gira derecha ya,adelante,rapido
prendida,lenta,dale adelante??,adelante,null
prendida,detenida,hey dobla a la izquierda ya,izquierda,null
apagado,detenida,por favor arranca,prender,detenida
adelante + derecha,normal,Gira Izquierda Ahora,adelante,normal
adelante,normal,oye dobla a la derecha.,adelante + derecha,normal
prendida,detenida,Ve Hacia Atras Ahorita,atras,null
prendida,detenida,hey rEtroCEde mAs rapido por favor,atras,rapido
derecha,detenida,por favor disminuye la velocidad ahorita,derecha,normal
prendida,detenida,Atras Velocidad Normal Ahorita,atras,normal
adelante + derecha,rapido,PARA ENFRENTE,adelante,rapido
adelante,normal,A La Derecha Ya,adelante + derecha,normal
adelante,detenida,por favor acelera de una,adelante,rapido
prendida,normal,continua hacia adelante.,adelante,null
adelante,lenta,hey gira derecha por favor,adelante + derecha,lenta
prendida,detenida,Por Favor A La Izquierda,izquierda,null
prendida,detenida,Oye Para Adelante A Velocidad Normal,adelante,normal
prendida,detenida,oye desconectate en friega de inmediato,apagar,detenida
atras,rapido,oye normal ya ahorita,atras,normal
prendida,rapido,hey reversa,atras,null
prendida,detenida,De Reversa Rapido Ya,atras,rapido
prendida,detenida,por favor gira derecha ya,derecha,null
prendida,detenida,reversa acelera,atras,rapido
prendida,detenida,recula!!,atras,null
atras,normal,oye manten velocidad normal ahorita??,atras,normal
adelante + izquierda,normal,oye mueve a la derecha de inmeDiato,adelante,normal
apagado,detenida,prendete ahora,prender,detenida
prendida,detenida,hey mueve a la derecha ya...,derecha,null
apagado,detenida,enciendete en corto!!,prender,detenida
adelante,rapido,Oye Gira A La Derecha,adelante + derecha,rapido
prendida,detenida,silla vamos atras,atras,null
atras,normal,hey a velocidad normal de una.,atras,normal
prendida,detenida,ParA enfrente ahOrIta,adelante,null
atras,lenta,por favor velocidad normal,atras,normal
prendida,detenida,ECHALE PARA ENFRENTE,adelante,null
prendida,detenida,vamos adelante por favor,adelante,null
adelante,normal,silla despacio,adelante,lenta
atras,lenta,desacelera en friega?,atras,lenta
adelante,rapido,silla izquierda!,adelante + izquierda,rapido
prendida,detenida,hey ve hacia atras,atras,null
prendida,detenida,silla rueda hacia atras,atras,normal
adelante,rapido,PONLO NORMAL,adelante,normal
prendida,detenida,con calMa ya,null,lenta
prendida,lenta,modo normal ahora por favor!!,null,normal
adelante,rapido,NO TAN RAPIDO DE INMEDIATO,adelante,lenta
prendida,detenida,por favor adelante lento,adelante,lenta
prendida,detenida,silla adelante,adelante,null
atras,normal,silla mas rapido de una,atras,rapido
adelante,rapido,hey gira derecha de inmediato,adelante + derecha,rapido
izquierda,normal,baja la velocidad,izquierda,lenta
prendida,detenida,ECHALE PARA ENFRENTE YA?,adelante,normal
adelante,detenida,Oye Voltea A La Izquierda,adelante + izquierda,detenida
prendida,lenta,aTrAs,atras,null
prendida,detenida,disminuye la velocidad,null,normal
prendida,normal,Para Atras,atras,null
adelante,rapido,A velocidad normal eN este mOmento,adelante,normal
adelante,lenta,oye voltea a la izquierda,adelante + izquierda,lenta
prendida,detenida,para atras ahorita...,atras,null
atras,rapido,por favor subele la velocidad,atras,rapido
prendida,lenta,hey a velocidad normal ahorita por favor,null,normal
prendida,detenida,SILLA VE HACIA ADELANTE,adelante,null
apagado,detenida,por favor enciende en corto,prender,detenida
adelante,lenta,hey aumenta la velocidad ahora!,adelante,rapido
adelante + derecha,normal,silla gira a la izquierda,adelante,normal
prendida,normal,por favor mete mas velocidad en este momento,null,rapido
prendida,detenida,hey para enfrente,adelante,null
prendida,detenida,OYE ARRANCATE PARA ADELANTE YA,adelante,normal
apagado,detenida,silla prende ahorita de inmediato,prender,detenida
prendida,detenida,por favor a la derecha ahora,derecha,null
atras,rapido,con calma ahorita,atras,lenta
prendida,detenida,silla avanza despacito,adelante,lenta
prendida,detenida,apaguete,apagar,detenida
prendida,detenida,apagate ahorita!!,apagar,detenida
apagado,detenida,por favor enciendete de una,prender,detenida
prendida,detenida,por favor pa' atras rapido,atras,rapido
apagado,detenida,por favor enciendete en corto,prender,detenida
prendida,detenida,oye hacia la derecha despacito,derecha,lenta
prendida,detenida,POR FAVOR DALE PARA ENFRENTE CON MAS VELOCIDAD AHORITA,adelante,rapido
prendida,detenida,oye ve hacia adelante.,adelante,null
prendida,detenida,Apaga En Corto.,apagar,detenida
adelante,rapido,Desacelera De Una,adelante,lenta
adelante + izquierda,normal,Hey Pa Enfrente Ya,adelante,normal
adelante,normal,CON MAS VELOCIDAD DE UNA,adelante,rapido
derecha,rapido,Manten Velocidad Normal Ya,derecha,normal
prendida,detenida,por favor tuerce para la izquierda con cuidado,izquierda,lenta
adelante + izquierda,rapido,hey ve hacia adelante,adelante,rapido
prendida,normal,mas rapido ya ahora,null,rapido
apagado,detenida,arranca de una,prender,detenida
prendida,rapido,a velocidad normal en este momento ahora,null,normal
adelante,normal,VOLTEA A LA IZQUIERDA AHORITA,adelante + izquierda,normal
adelante,lenta,normal en friega ahora,adelante,normal
adelante,lenta,A La Izquierda,adelante + izquierda,lenta
prendida,detenida,continua derecho normal,adelante,normal
prendida,detenida,SILLA ATRAS MODO NORMAL,atras,normal
prendida,detenida,por favor dobla a la derecha de inmediato,derecha,null
apagado,detenida,por favor enciende en este momento,prender,detenida
prendida,detenida,silla gira izquierda,izquierda,null
prendida,detenida,oye cONtinua parA adelante...,adelante,normal
prendida,detenida,desacelera ahorita,null,lenta
prendida,detenida,ve hacia adelante?,adelante,null
prendida,detenida,por favor llegale para enfrente rapido ahorita,adelante,rapido
prendida,detenida,Silla Gira A La Derecha De Inmediato,derecha,null
apagado,detenida,POR FAVOR ENCIENDE LA SILLA,prender,detenida
prendida,detenida,Apaga En Friega...,apagar,detenida
apagado,detenida,Enciendete Ahorita De Inmediato,prender,detenida
prendida,detenida,derecho mete velocidad ya,adelante,rapido
prendida,detenida,gira a la derecha a velocidad normal,derecha,normal
prendida,detenida,hey desconectate de inmediato,apagar,detenida
adelante,detenida,dobla a la izquierda...,adelante + izquierda,detenida
prendida,detenida,muevete hacia la derecha mas rapido ahorita,derecha,rapido
adelante,lenta,oye a la derecha!,adelante + derecha,lenta
prendida,normal,oye avanza un poco,adelante,null
prendida,normal,oye muevete adelante de inmediato,adelante,null
apagado,detenida,arranca ya,prender,detenida
prendida,lenta,MANTEN VELOCIDAD NORMAL EN FRIEGA,null,normal
prendida,lenta,por favor echate para atras,atras,null
adelante + derecha,rapido,avANza??,adelante,rapido
prendida,detenida,DA MARCHA ATRAS TRANQUI,atras,lenta
prendida,detenida,por favor desconectate en friega,apagar,detenida
prendida,detenida,muevete adelante...,adelante,null
adelante,normal,por favor gira a la derecha ya!!,adelante + derecha,normal
prendida,detenida,A LA IZQUIERDA POR FAVOR,izquierda,null
prendida,detenida,hey gira a la izquierda rapido,izquierda,rapido
prendida,lenta,Apurate De Inmediato,null,rapido
adelante + izquierda,normal,hey adelante ahora,adelante,normal
apagado,detenida,silla enciendete en corto,prender,detenida
atras,rapido,Normal,atras,normal
prendida,detenida,Hey En Reversa,atras,normal
atras,detenida,mete mas velocidad de una ahorita,atras,rapido
prendida,detenida,silla baja la velocidad de inmediato,null,lenta
prendida,rapido,velocidad normal en friega de inmediato,null,normal
adelante + derecha,lenta,gira a la izquierda por favor.,adelante,lenta
prendida,detenida,hey dobla a la derecha normal ahora,derecha,normal
prendida,detenida,por favor atras acelera mas ahorita,atras,rapido
prendida,detenida,Oye Mueve A La Derecha,derecha,null
prendida,normal,ve hacia atras.,atras,null
prendida,detenida,SILLA DESACTIVATE EN CORTO?,apagar,detenida
prendida,detenida,sillA llegale de revErsa con mas vELociDAd por fAvOr,atras,rapido
atras,detenida,por favor despacio ahorita,atras,lenta
atras,lenta,silla a velocidad normal ya,atras,normal
prendida,lenta,Avanza Ahorita,adelante,null
prendida,detenida,hey apagate en friega por favor,apagar,detenida
prendida,detenida,silla apaga ahora ya,apagar,detenida
prendida,detenida,oye continua hacia adelante mete velocidad!,adelante,rapido
prendida,normal,poR favor a velocidad NormaL ya ya,null,normal
prendida,detenida,dale en reversa a velocidad normal,atras,normal
adelante,normal,oye gira a la derecha ahorita,adelante + derecha,normal
adelante + derecha,lenta,dale adelante de inmediato,adelante,lenta
prendida,lenta,silla vamos atras de inmediato,atras,null
adelante,detenida,subele la velocidad ahorita por favor,adelante,rapido
prendida,detenida,oye para enfrente suavecito por favor,adelante,lenta
adelante,rapido,Por Favor Izquierda,adelante + izquierda,rapido
adelante + izquierda,detenida,silla derecha!,adelante,detenida
prendida,detenida,descansa de inmediato,apagar,detenida
prendida,detenida,sigue para atras apurate,atras,rapido
prendida,detenida,Silla Avanza Lento,adelante,lenta
prendida,detenida,por favor dobla a la derecha ahorita,derecha,null
prendida,normal,OYE CON CALMA EN CORTO,null,lenta
prendida,detenida,hey muevete atras??,atras,null
apagado,detenida,Hey Enciendete Ahorita Ya,prender,detenida
adelante,detenida,velocidad normal en este momento?,adelante,normal
adelante + izquierda,normal,mueve a la derecha por favor,adelante,normal
prendida,detenida,hey cierra en friega de inmediato,apagar,detenida
prendida,detenida,Gira A La Derecha??,derecha,null
adelante + izquierda,detenida,POR FAVOR A LA DERECHA YA!!,adelante,detenida
prendida,detenida,cierra ahora,apagar,detenida
prendida,normal,oye modo normal ahora ya,null,normal
prendida,rapido,avanza un poco...,adelante,null
prendida,detenida,muevete pa' atras tranqui,atras,lenta
prendida,rapido,ADELANTE,adelante,null
adelante + izquierda,lenta,silla mueve a la derecha??,adelante,lenta
adelante + derecha,rapido,silla voltea a la izquierda?,adelante,rapido
prendida,detenida,CONTINUA AL FRENTE CON CUIDADO,adelante,lenta
prendida,normal,Hey Con Mas Velocidad Ahora De Inmediato,null,rapido
prendida,detenida,Por Favor Atras,atras,null
prendida,lenta,por favor ve despacio en este momento,null,lenta
prendida,detenida,silla da reversa lento,atras,lenta
prendida,detenida,por favor apaga ahora,apagar,detenida
atras,detenida,reduce velocidad,atras,lenta
prendida,detenida,silla echale derecho normal ahorita,adelante,normal
prendida,rapido,baja la velocidad ahorita,null,lenta
prendida,detenida,silla ve al lado derecho!!,derecha,normal
prendida,detenida,hacia adelante rapido,adelante,rapido
prendida,rapido,mete mas velocidad de inmediato,null,rapido
adelante,normal,Silla Aumenta La Velocidad En Friega!!,adelante,rapido
apagado,detenida,enciendete ahorita por favor,prender,detenida
prendida,detenida,pa enfrente?,adelante,null
adelante,rapido,silla voltea a la derecha de inmediato,adelante + derecha,rapido
prendida,detenida,SIGUE ADELANTE,adelante,null
prendida,detenida,pa enfrente ahora,adelante,null
adelante,normal,aumenta la velocidad ya de inmediato,adelante,rapido
adelante,lenta,dobla a la derecha ya??,adelante + derecha,lenta
atras,lenta,oye normal en friega??,atras,normal
prendida,detenida,de frente con cuidado ya,adelante,lenta
prendida,detenida,Muevete Atras Por Favor,atras,null
prendida,detenida,silla lenta??,null,lenta
prendida,detenida,arrancate hacia atras con cuidado por favor,atras,lenta
prendida,detenida,oye lLegale ParA adelante,adelante,normal
adelante,rapido,A La Izquierda De Inmediato,adelante + izquierda,rapido
prendida,rapido,oye echale para enfrente?,adelante,null
prendida,normal,oye recula ahora,atras,null
atras,normal,acelera en friega,atras,rapido
prendida,detenida,silla sigue adelante,adelante,null
atras,lenta,oye manten velocidad normal ahora de inmediato,atras,normal
prendida,lenta,DISMINUYE LA VELOCIDAD A LENTO,null,lenta
prendida,rapido,a velocidad normal ya ahorita,null,normal
prendida,detenida,por favor para atras con mas velocidad ahora,atras,rapido
prendida,detenida,por favor muevete para enfrente rapido ahora,adelante,rapido
prendida,detenida,silLa contiNua hAcia aDelante,adelante,null
adelante,rapido,por favor con mas velocidad ahorita,adelante,rapido
prendida,detenida,oye apagate ya,apagar,detenida
prendida,detenida,dobla a la derecha suavecito,derecha,lenta
prendida,detenida,giRa izquierda!!,izquierda,null
adelante,rapido,dobla a la izquierda ahorita,adelante + izquierda,rapido
adelante,detenida,normal ahorita ahora,adelante,normal
prendida,rapido,por favor pa enfrente.,adelante,null
prendida,rapido,manten velocidad normal ahora ya,null,normal
prendida,rapido,oye baja a normal ahorita!,null,normal
prendida,detenida,avanza ahora,adelante,null
adelante + derecha,rapido,avanza ahorita?,adelante,rapido
adelante,lenta,gira izquierda ya?,adelante + izquierda,lenta
atras,lenta,HEY RAPIDO,atras,rapido
adelante,rapido,dobla a la derecha!,adelante + derecha,rapido
prendida,detenida,para atras ahorita.,atras,null
prendida,detenida,hey A La derecha AhoRA??,derecha,null
adelante,normal,gira izquierda?,adelante + izquierda,normal
prendida,detenida,oye reversa...,atras,null
prendida,detenida,por favor dale pa' atras,atras,normal
prendida,normal,hey bajale la velocidad,null,lenta
prendida,detenida,atras de inmediato,atras,null
apagado,detenida,inicia de inmediato,prender,detenida
adelante,normal,Mueve A La Derecha,adelante + derecha,normal
prendida,rapido,oye despacio,null,lenta
prendida,rapido,por favor sube la velocidad,null,rapido
prendida,detenida,oye derecha lento,derecha,lenta
adelante,normal,Dobla A La Izquierda Ahorita!!,adelante + izquierda,normal
prendida,detenida,desactivate ahorita,apagar,detenida
apagado,detenida,INICIA DE INMEDIATO,prender,detenida
prendida,detenida,tuerce al lado derecho ahora,derecha,normal
prendida,detenida,HEY PA ENFRENTE,adelante,null
atras,detenida,REDUCE LA VELOCIDAD EN ESTE MOMENTO,atras,lenta
prendida,detenida,dobla a la izquierda??,izquierda,null
prendida,detenida,Da Reversa Ahorita,atras,null
prendida,detenida,silla llegale al frente mas rapido.,adelante,rapido
prendida,lenta,SILLA VE DESPACIO EN CORTO...,null,lenta
prendida,detenida,silla camina hacia enfrente mete velocidad,adelante,rapido
prendida,detenida,OYE CIERRA EN CORTO,apagar,detenida
prendida,detenida,silla recula,atras,null
prendida,detenida,oye mueve a la izquierda?,izquierda,null
prendida,detenida,echale de frente con cuidado,adelante,lenta
prendida,detenida,oye tuerce para la derecha tranqui,derecha,lenta
adelante,detenida,silla acelera en friega,adelante,rapido
prendida,lenta,manten velocidad normal ahorita,null,normal
prendida,detenida,por favor apagate ahorita,apagar,detenida
atras,detenida,bajale la velocidad de inmediato,atras,lenta
adelante + izquierda,lenta,gira derecha...,adelante,lenta
prendida,detenida,por favor vamos atras,atras,null
prendida,detenida,ve hacia la derecha con calma,derecha,lenta
prendida,detenida,silla dale adelante,adelante,null
apagado,detenida,silla enciendete,prender,detenida
adelante + derecha,lenta,por favor gira a la izquierda?,adelante,lenta
adelante + derecha,normal,hey gira a la izquierda ahora,adelante,normal
prendida,lenta,por favor ve hacia adelante.,adelante,null
prendida,detenida,retrocede lenta,atras,lenta
prendida,detenida,baja la velocidad de inmediato,null,lenta
prendida,lenta,oye da reversa,atras,null
prendida,detenida,voltea a la derecha acelera,derecha,rapido
prendida,detenida,DOBLA A LA IZQUIERDA,izquierda,null
prendida,detenida,oye muevete para adelante??,adelante,normal
prendida,detenida,APAGATE EN FRIEGA,apagar,detenida
prendida,detenida,silla echale de reversa mas rapido ya,atras,rapido
adelante + derecha,normal,gira izquierda??,adelante,normal
prendida,rapido,por favor subele la velocidad de una,null,rapido
prendida,detenida,por favor ponte en reversa suavecito,atras,lenta
prendida,rapido,No Tan Rapido En Este Momento,null,lenta
prendida,normal,por favor aumenta la velocidad en friega,null,rapido
prendida,detenida,silla apaguete ahora,apagar,detenida
prendida,detenida,oye apaga la silla ahora,apagar,detenida
prendida,rapido,oye a velocidad normal,null,normal
prendida,detenida,arrancate pa' atras,atras,normal
apagado,detenida,activate!,prender,detenida
prendida,detenida,gira a la izquierda ya,izquierda,null
adelante,lenta,oye con calma ahora,adelante,lenta
apagado,detenida,enciendete de una,prender,detenida
izquierda,detenida,subele la velocidad en este momento ahora,izquierda,rapido
prendida,detenida,muevete hacia adelante despacio ya,adelante,lenta
adelante,normal,Oye Velocidad Normal Ahorita!,adelante,normal
prendida,detenida,oye hacia atras con cuidado,atras,lenta
adelante + derecha,normal,silla gira izquierda ya,adelante,normal
prendida,detenida,hacia lA derEcha cOn mas velOCidaD AHOra,derecha,rapido
adelante,normal,hey gIra izquierda,adelante + izquierda,normal
adelante,detenida,gira derecha.,adelante + derecha,detenida
prendida,detenida,sigue adelante de inmediato,adelante,null
prendida,lenta,REDUCE UN POCO LA VELOCIDAD YA,null,normal
adelante,lenta,GIRA A LA DERECHA YA,adelante + derecha,lenta
prendida,detenida,oye dale de reversa rapido ahorita,atras,rapido
adelante + izquierda,rapido,Gira Derecha Ahorita,adelante,rapido
prendida,detenida,para enfrente velocidad normal,adelante,normal
prendida,detenida,dale adelante lenta,adelante,lenta
prendida,rapido,silla echale para enfrente de inmediato,adelante,null
prendida,detenida,echale de reversa mete velocidad...,atras,rapido
adelante,normal,GIRA IZQUIERDA DE INMEDIATO,adelante + izquierda,normal
adelante,lenta,con mas velocidad de una,adelante,rapido
prendida,detenida,ve para atras lento,atras,lenta
prendida,detenida,hey echale al frente tranqui,adelante,lenta
prendida,detenida,oye desconectate ahora ahorita??,apagar,detenida
prendida,detenida,Silla Normal,null,normal
prendida,detenida,desconectate ahora por favor,apagar,detenida
prendida,lenta,con calma por favor!,null,lenta
apagado,detenida,inicia en corto por favor,prender,detenida
